ID	DOCULECT	CONCEPT	VALUE	FORM	PROTO	PROTO_FORMS	COGIDS	TOKENS
1246	Atsi	line up	jap²¹ jan⁵⁵	jap²¹+jan⁵⁵	 	 	217 2242	j a p ²¹ + j a n ⁵⁵
1247	Xiandao	line up	jap⁵⁵	jap⁵⁵			217	j a p ⁵⁵
4092	Achang_Longchuan	lion	xaŋ³¹ si³¹	xaŋ³¹+si³¹	 	 *ʔsaiH / *ʔsiH / *ʔseH / *ʔrjaiH / *ʔrjiH / *ʔrjeH / *ʔraiH / *ʔriH / *ʔreH / *saiH / *siH / *seH	3643 1658	x a ŋ ³¹ + s i ³¹
4093	Old_Burmese	lip	nhut	nhut		*ʔnut / *ʔnut	841	nʰ u t
4094	Rangoon	lip	n̥oʔ⁴ khɑ̃⁵⁵	n̥oʔ⁴+khɑ̃⁵⁵	 	 	841 3644	n̥ o ʔ ⁴ + kʰ ɑ̃ ⁵⁵
4095	Achang_Longchuan	lip	ȵ̥ot⁵⁵ tuŋ⁵⁵	ȵ̥ot⁵⁵+tuŋ⁵⁵	 	*ʔɲot 	843 3645	ȵ̥ o t ⁵⁵ + t u ŋ ⁵⁵
4096	Atsi	lip	nu̱t⁵⁵ ku̱ʔ⁵⁵	nu̱t⁵⁵+ku̱ʔ⁵⁵	 	 	841 3646	n u̱ t ⁵⁵ + k u̱ ʔ ⁵⁵
4097	Bola	lip	nɔ̱t⁵⁵ ka̱uʔ⁵⁵	nɔ̱t⁵⁵+ka̱uʔ⁵⁵	 	 	841 3647	n ɔ̱ t ⁵⁵ + k a̱u ʔ ⁵⁵
4098	Lashi	lip	nua̱t⁵⁵ ku̱k⁵⁵	nwa̱t⁵⁵+ku̱k⁵⁵	 	 	841 3648	n w a̱ t ⁵⁵ + k u̱ k ⁵⁵
4099	Maru	lip	na̱t⁵⁵ ka̱uk⁵⁵	na̱t⁵⁵+ka̱uk⁵⁵	 	*ʔnut / *ʔnit 	841 3649	n a̱ t ⁵⁵ + k a̱u k ⁵⁵
4100	Xiandao	lip	n̥ut⁵⁵ ʐɿ⁵⁵	n̥ut⁵⁵+ʐɿ⁵⁵	 	 	841 3650	n̥ u t ⁵⁵ + ʐ ɿ ⁵⁵
5316	ProtoBurmish	lip	*ʔɲot	ˀɲot⁴	*ʔɲot	*ʔɲot	843	ˀɲ o t ⁴
986	Achang_Longchuan	listen	kʐua³¹	kʐwa³¹		*graH	168	k ʐ w a ³¹
987	Atsi	listen	kjo²¹	kjo²¹			167	k j o ²¹
988	Bola	listen	kja³¹	kja³¹		*gjaH	167	k j a ³¹
989	Lashi	listen	kjɔː³³	kjɔː³³			1164	k j ɔː ³³
990	Maru	listen	kjɔ³⁵	kjɔ³⁵		*gjaH / *graH	167	k j ɔ ³⁵
991	Xiandao	listen	kʐɔ³¹	kʐɔ³¹			167	k ʐ ɔ ³¹
2489	Old_Burmese	listen	naḥ tho₂ṅ	naḥ+thOṅ	 	*naH 	467 2895	n a ḥ/⁵ + tʰ o₂/ɔ ṅ/ŋ
2490	Old_Burmese	listen	na	na		*na	466	n a
2491	Rangoon	listen	nɑ⁵⁵ thɑ̃u²²	nɑ⁵⁵+thɑ̃u²²	 	 	467 2896	n ɑ ⁵⁵ + tʰ ɑ̃u ²²
4640	ProtoBurmish	listen	*gjaH	gja²	*gjaH	*gjaH	167	g j a ²
2970	Old_Burmese	liver	sañḥ	sañḥ		*ʔsiŋH / *siŋH / *ʃiŋH	1493	s a ñ/ɲ ḥ/⁵
2971	Rangoon	liver	ɑ⁵³ tθɛ⁵⁵	ɑ⁵³+tθɛ⁵⁵	 	 	3125 562	ɑ ⁵³ + tθ ɛ ⁵⁵
2972	Achang_Longchuan	liver	a³¹ ʂəŋ³¹	a³¹+ʂəŋ³¹	 	 *ʔsiŋH / *siŋH / *ʃiŋH	3126 562	a ³¹ + ʂ ə ŋ ³¹
2973	Atsi	liver	siŋ²¹	siŋ²¹			562	s i ŋ ²¹
2974	Bola	liver	saŋ³⁵	saŋ³⁵		*siŋX	1494	s a ŋ ³⁵
2975	Lashi	liver	səŋ⁵⁵	səŋ⁵⁵			1495	s ə ŋ ⁵⁵
2976	Maru	liver	saŋ³⁵	saŋ³⁵		*siŋH	1496	s a ŋ ³⁵
2977	Xiandao	liver	a³¹ ʂɯŋ³¹	a³¹+ʂɯŋ³¹	 	 	3127 562	a ³¹ + ʂ ɯ ŋ ³¹
3005	Bola	lizard	sum³¹ ku̱⁵⁵	sum³¹+ku̱⁵⁵	 	*sumH 	574 3133	s u m ³¹ + k u̱ ⁵⁵
1799	Rangoon	load of cupped-hands	lɛʔ⁴ khoʔ⁴	lɛʔ⁴+khoʔ⁴	 	 	334 2526	l ɛ ʔ ⁴ + kʰ o ʔ ⁴
1800	Maru	load of cupped-hands	ʃik⁵⁵ lɔʔ³¹ tsa̱p⁵⁵	ʃik⁵⁵+lɔʔ³¹+tsa̱p⁵⁵	  	*ʔrji / *ʔrjiH / *ʔrjiX / *ʃi / *ʃiH / *ʃiX *lak 	334 1316 2527	ʃ i k ⁵⁵ + l ɔ ʔ ³¹ + ts a̱ p ⁵⁵
1593	Atsi	locust	tiŋ²¹ kam⁵⁵	tiŋ²¹+kam⁵⁵	 	 	2409 308	t i ŋ ²¹ + k a m ⁵⁵
1594	Bola	locust	tʃɔ̱n⁵⁵ khjak⁵⁵	tʃɔ̱n⁵⁵+khjak⁵⁵	 	 *kjik	2410 308	tʃ ɔ̱ n ⁵⁵ + kʰ j a k ⁵⁵
1595	Maru	locust	tʃiŋ³¹ khjak⁵⁵	tʃiŋ³¹+khjak⁵⁵	 	 *kjik / *krik	2411 308	tʃ i ŋ ³¹ + kʰ j a k ⁵⁵
1596	Xiandao	locust	caŋ³¹ kɤt³⁵	caŋ³¹+kɤt³⁵	 	 	2412 308	c a ŋ ³¹ + k ɤ t ³⁵
4781	ProtoBurmish	locust	*kjik	kjik⁴	*kjik	*kjik	308	k j i k ⁴
4199	Old_Burmese	long	rhañ	rhañ		*ʔriŋ / *ʔriŋ	873	rʰ a ñ/ɲ
4200	Achang_Longchuan	long	səŋ⁵⁵	səŋ⁵⁵		*ʔriŋ	873	s ə ŋ ⁵⁵
4201	Atsi	long	xiŋ⁵¹	xiŋ⁵¹			873	x i ŋ ⁵¹
4202	Bola	long	xaŋ⁵⁵	xaŋ⁵⁵			873	x a ŋ ⁵⁵
4203	Lashi	long	ʃə̱ːŋ³³	ʃə̱ːŋ³³			873	ʃ ə̱ː ŋ ³³
4204	Maru	long	xaŋ³¹	xaŋ³¹		*ʔriŋ	1660	x a ŋ ³¹
4205	Xiandao	long	sɤŋ⁵⁵	sɤŋ⁵⁵			873	s ɤ ŋ ⁵⁵
5346	ProtoBurmish	long	*ʔriŋ	ˀriŋ¹	*ʔriŋ	*ʔriŋ	873	ˀr i ŋ ¹
4237	Rangoon	look at and distinguish (characters)	sɑ²² tθĩ²²	sɑ²²+tθĩ²²	 	 	877 3665	s ɑ ²² + tθ ĩ ²²
4238	Achang_Longchuan	look at and distinguish (characters)	sa³⁵	sa³⁵		*ʔsɛX / *ʔrɛX / *sɛX	877	s a ³⁵
759	Old_Burmese	look like / resemble	tu	tu		*dʊ	123	t u
760	Achang_Longchuan	look like / resemble	tu⁵⁵	tu⁵⁵		*dʊ	123	t u ⁵⁵
761	Atsi	look like / resemble	tut²¹	tut²¹			123	t u t ²¹
762	Bola	look like / resemble	tu⁵⁵	tu⁵⁵		*du / *dzu	81	t u ⁵⁵
763	Lashi	look like / resemble	tuː³¹	tuː³¹			123	t uː ³¹
764	Maru	look like / resemble	tøʔ³¹	tøʔ³¹			123	t ø ʔ ³¹
765	Xiandao	look like / resemble	tut⁵⁵	tut⁵⁵			123	t u t ⁵⁵
4554	ProtoBurmish	look like / resemble	*du	du¹	*du	*du	81	d u ¹
4596	ProtoBurmish	look like / resemble	*dʊ	dʊ¹	*dʊ	*dʊ	123	d ʊ ¹
917	Rangoon	loom	jɛʔ⁴ kɑ̃⁵⁵ sɛʔ⁴	jɛʔ⁴+kɑ̃⁵⁵+sɛʔ⁴	  	  	2096 148 2097	j ɛ ʔ ⁴ + k ɑ̃ ⁵⁵ + s ɛ ʔ ⁴
918	Achang_Longchuan	loom	jɔ³¹ kan⁵¹	jɔ³¹+kan⁵¹	 	 	2098 1146	j ɔ ³¹ + k a n ⁵¹
919	Bola	loom	ɣaʔ³¹ kɛ̃³¹	ɣaʔ³¹+kɛ̃³¹	 	 *gamH / *ganH	2099 148	ɣ a ʔ ³¹ + k ɛ̃ ³¹
920	Lashi	loom	jɔʔ³¹ kan³³	jɔʔ³¹+kan³³	 	 	2100 148	j ɔ ʔ ³¹ + k a n ³³
921	Maru	loom	ɣɔʔ³¹ kaŋ³⁵	ɣɔʔ³¹+kaŋ³⁵	 	 *ganH / *giŋH	2101 148	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵
922	Xiandao	loom	ʐɔʔ⁵⁵ kan⁵¹	ʐɔʔ⁵⁵+kan⁵¹	 	 	2102 148	ʐ ɔ ʔ ⁵⁵ + k a n ⁵¹
4621	ProtoBurmish	loom	*ganH	gan²	*ganH	*ganH	148	g a n ²
3898	Bola	lose / mislay	la̱ʔ⁵⁵ phjauʔ⁵⁵	la̱ʔ⁵⁵+phjauʔ⁵⁵	 	*ʔlak 	822 3537	l a̱ ʔ ⁵⁵ + pʰ j au ʔ ⁵⁵
3899	Lashi	lose / mislay	lɔ̱ʔ⁵⁵ khjɔ⁵³	lɔ̱ʔ⁵⁵+khjɔ⁵³	 	 	822 3538	l ɔ̱ ʔ ⁵⁵ + kʰ j ɔ ⁵³
3900	Maru	lose / mislay	lɔ̱ʔ⁵⁵ phjauk⁵⁵	lɔ̱ʔ⁵⁵+phjauk⁵⁵	 	*ʔlak 	822 3539	l ɔ̱ ʔ ⁵⁵ + pʰ j au k ⁵⁵
2388	Rangoon	loud	mji²²	mji²²			459	m j i ²²
2389	Achang_Longchuan	loud	mʐəŋ⁵⁵	mʐəŋ⁵⁵		*mriŋ	459	m ʐ ə ŋ ⁵⁵
2390	Atsi	loud	mjiŋ⁵¹	mjiŋ⁵¹			459	m j i ŋ ⁵¹
2391	Bola	loud	mjaŋ⁵⁵	mjaŋ⁵⁵		*mjiŋ	460	m j a ŋ ⁵⁵
2392	Lashi	loud	mjəːŋ³¹	mjəːŋ³¹			459	m j əː ŋ ³¹
2393	Maru	loud	mjaŋ³¹	mjaŋ³¹		*mjiŋ / *mriŋ	459	m j a ŋ ³¹
2394	Xiandao	loud	mɤŋ³¹	mɤŋ³¹			459	m ɤ ŋ ³¹
4932	ProtoBurmish	loud	*mriŋ	mriŋ¹	*mriŋ	*mriŋ	459	m r i ŋ ¹
3515	Old_Burmese	louse	sanḥ	sanḥ		*ʔsanH / *sanH / *ʃanH	542	s a n ḥ/⁵
3516	Rangoon	louse	tθɑ̃⁵⁵	tθɑ̃⁵⁵			718	tθ ɑ̃ ⁵⁵
3517	Achang_Longchuan	louse	ʂan³¹	ʂan³¹		*ʃanH	718	ʂ a n ³¹
3518	Atsi	louse	ʃin²¹	ʃin²¹			718	ʃ i n ²¹
3519	Bola	louse	ʃɔn³⁵	ʃɔn³⁵			718	ʃ ɔ n ³⁵
3520	Lashi	louse	ʃɛ̱n⁵⁵	ʃɛ̱n⁵⁵			718	ʃ ɛ̱ n ⁵⁵
3521	Maru	louse	ʃiŋ³⁵	ʃiŋ³⁵			718	ʃ i ŋ ³⁵
3522	Xiandao	louse	ʂan³¹	ʂan³¹			718	ʂ a n ³¹
5015	ProtoBurmish	louse	*ʔsanH	ˀsan²	*ʔsanH	*ʔsanH	542	ˀs a n ²
5191	ProtoBurmish	louse	*ʃanH	ʃan²	*ʃanH	*ʃanH	718	ʃ a n ²
1439	Old_Burmese	love / like	khyat	khjat		*ʔkjat / *ʔkjat / *kjat	265	kʰ j a t
1440	Rangoon	love / like	tɕhiʔ⁴	tɕhiʔ⁴			260	tɕʰ i ʔ ⁴
4738	ProtoBurmish	love / like	*ʔkjat	ˀkjat⁴	*ʔkjat	*ʔkjat	265	ˀk j a t ⁴
1498	Bola	lower half of the body	khji⁵⁵ khja⁵⁵	khji⁵⁵+khja⁵⁵	 	*kji / *kje 	278 2342	kʰ j i ⁵⁵ + kʰ j a ⁵⁵
1636	Bola	lower part of / lower reaches	a³¹ a⁵⁵ khja⁵⁵	a³¹+a⁵⁵+khja⁵⁵	  	 *ʔa *kja	2434 779 317	a ³¹ + a ⁵⁵ + kʰ j a ⁵⁵
3672	Rangoon	lower part of / lower reaches	ɑ⁵³ tɕe²²	ɑ⁵³+tɕe²²	 	 	3425 779	ɑ ⁵³ + tɕ e ²²
3673	Achang_Longchuan	lower part of / lower reaches	a³¹ the⁵¹	a³¹+the⁵¹	 	 	3426 1599	a ³¹ + tʰ e ⁵¹
3674	Atsi	lower part of / lower reaches	a²¹ o̱⁵¹	a²¹+o̱⁵¹	 	 	3427 1600	a ²¹ + o̱ ⁵¹
3675	Lashi	lower part of / lower reaches	kjei³¹ thaŋ³³	kjei³¹+thaŋ³³	 	 	3428 1601	k j ei ³¹ + tʰ a ŋ ³³
3676	Maru	lower part of / lower reaches	ɔ³¹ mɛ³¹	ɔ³¹+mɛ³¹	 	*ʔa 	779 3429	ɔ ³¹ + m ɛ ³¹
3677	Xiandao	lower part of / lower reaches	ti⁵⁵ thɛ³¹	ti⁵⁵+thɛ³¹	 	 	3430 779	t i ⁵⁵ + tʰ ɛ ³¹
4339	Old_Burmese	lung	aʔ chut	aʔ+chut	 	 *ʔtsut / *ʔtʃut / *ʔtsut / *ʔtʃut / *tsut / *tʃut / *tsut / *tʃut	3693 896	a ʔ + ch/tʃʰ u t
4340	Rangoon	lung	a⁵³ shoʔ⁴	a⁵³+shoʔ⁴	 	 	3694 896	a ⁵³ + sʰ o ʔ ⁴
4341	Achang_Longchuan	lung	a³¹ tɕhot⁵³	a³¹+tɕhot⁵³	 	 	3695 896	a ³¹ + tɕʰ o t ⁵³
4342	Atsi	lung	tsu̱t⁵⁵	tsu̱t⁵⁵			896	ts u̱ t ⁵⁵
4343	Bola	lung	tsɔ̱t⁵⁵	tsɔ̱t⁵⁵			896	ts ɔ̱ t ⁵⁵
4344	Lashi	lung	tsɔ̱t⁵⁵	tsɔ̱t⁵⁵			896	ts ɔ̱ t ⁵⁵
4345	Maru	lung	tsa̱t⁵⁵	tsa̱t⁵⁵		*ʔtsut / *ʔtsit	896	ts a̱ t ⁵⁵
4346	Xiandao	lung	a³¹ chut⁵⁵	a³¹+chut⁵⁵	 	 	3696 896	a ³¹ + ch/tʃʰ u t ⁵⁵
5369	ProtoBurmish	lung	*ʔtsut	ˀtsut⁴	*ʔtsut	*ʔtsut	896	ˀts u t ⁴
3199	Achang_Longchuan	maize / corn	xau³¹ tʂhuaʔ⁵⁵	xau³¹+tʂhwaʔ⁵⁵	 	*ʔkuH / *kuH *ʔtʃak / *tʃak	635 1533	x au ³¹ + ʈʂʰ w a ʔ ⁵⁵
3200	Lashi	maize / corn	la³³ mə⁵³	la³³+mə⁵³	 	 	3230 635	l a ³³ + m ə ⁵³
3201	Xiandao	maize / corn	xau³¹ tʂhɔ³¹	xau³¹+tʂhɔ³¹	 	 	635 811	x au ³¹ + ʈʂʰ ɔ ³¹
5108	ProtoBurmish	maize / corn	*ʔtʃak	ˀtʃak⁴	*ʔtʃak	*ʔtʃak	635	ˀtʃ a k ⁴
4017	Atsi	make / cause	na̱ŋ⁵¹	na̱ŋ⁵¹			837	n a̱ ŋ ⁵¹
4018	Bola	make / cause	nɔ̱̃⁵⁵	nɔ̱̃⁵⁵		*ʔnaŋ	1641	n ɔ̱̃ ⁵⁵
4019	Maru	make / cause	nɔ̱̃³¹	nɔ̱̃³¹		*ʔnaŋ	837	n ɔ̱̃ ³¹
4020	Xiandao	make / cause	n̥ɔŋ⁵⁵	n̥ɔŋ⁵⁵			837	n̥ ɔ ŋ ⁵⁵
5310	ProtoBurmish	make / cause	*ʔnaŋ	ˀnaŋ¹	*ʔnaŋ	*ʔnaŋ	837	ˀn a ŋ ¹
846	Rangoon	man	jɑuʔ⁴ tɕɑ⁵⁵	jɑuʔ⁴+tɕɑ⁵⁵	 	 	233 141	j ɑu ʔ ⁴ + tɕ ɑ ⁵⁵
847	Achang_Longchuan	man	i³¹ tɕi⁵⁵	i³¹+tɕi⁵⁵	 	*ʔjaiH / *ʔjiH / *ʔjeH / *ʔaiH / *ʔiH / *ʔeH / *jaiH / *jiH / *jeH *gjai / *gji / *gje	234 138	i ³¹ + tɕ i ⁵⁵
848	Atsi	man	juʔ²¹ ke⁵¹	juʔ²¹+ke⁵¹	 	 	141 1113	j u ʔ ²¹ + k e ⁵¹
849	Bola	man	jauʔ³¹ kai⁵⁵	jauʔ³¹+kai⁵⁵	 	 *gai	141 1114	j au ʔ ³¹ + k ai ⁵⁵
850	Lashi	man	juʔ⁵⁵ kɛ³¹	juʔ⁵⁵+kɛ³¹	 	 	141 1115	j u ʔ ⁵⁵ + k ɛ ³¹
851	Maru	man	jauk³¹ kai³¹	jauk³¹+kai³¹	 	*juk *gai	141 1116	j au k ³¹ + k ai ³¹
852	Xiandao	man	juʔ³¹ ɕɛ⁵⁵	juʔ³¹+ɕɛ⁵⁵	 	 	141 1117	j u ʔ ³¹ + ɕ ɛ ⁵⁵
1190	Old_Burmese	man	yo₂k yaḥ	jOk+jaḥ	 	*ʔjuk / *juk *ʔjaH / *jaH	232 208	j o₂/ɔ k + j a ḥ/⁵
4611	ProtoBurmish	man	*gjai	gjai¹	*gjai	*gjai	138	g j ai ¹
4614	ProtoBurmish	man	*gai	gai¹	*gai	*gai	141	g ai ¹
4705	ProtoBurmish	man	*ʔjuk	ˀjuk⁴	*ʔjuk	*ʔjuk	232	ˀj u k ⁴
4707	ProtoBurmish	man	*ʔjaiH	ˀjai²	*ʔjaiH	*ʔjaiH	234	ˀj ai ²
2952	Bola	manage / control	saŋ⁵⁵	saŋ⁵⁵		*siŋ	552	s a ŋ ⁵⁵
2953	Maru	manage / control	saŋ³¹	saŋ³¹		*siŋ	1488	s a ŋ ³¹
722	Maru	manger	mjɔ̃³⁵ thauŋ³⁵ lɔ̱̃³¹	mjɔ̃³⁵+thauŋ³⁵+lɔ̱̃³¹	  	*mjaŋH / *mraŋH *tuŋH *ʔlaŋ	456 458 121	m j ɔ̃ ³⁵ + tʰ au ŋ ³⁵ + l ɔ̱̃ ³¹
2229	Lashi	manger	mjaŋ³³ la̱ŋ³³	mjaŋ³³+la̱ŋ³³	 	 	456 436	m j a ŋ ³³ + l a̱ ŋ ³³
2312	Rangoon	manger	mjĩ⁵⁵ zɑ̃u⁵⁵	mjĩ⁵⁵+zɑ̃u⁵⁵	 	 	456 2790	m j ĩ ⁵⁵ + z ɑ̃u ⁵⁵
2313	Achang_Longchuan	manger	m̥ʐaŋ³¹ xʐoŋ³¹	m̥ʐaŋ³¹+xʐoŋ³¹	 	 *ʔkruŋH / *ʔkroŋH / *kruŋH / *kroŋH	456 804	m̥ ʐ a ŋ ³¹ + x ʐ o ŋ ³¹
2314	Atsi	manger	mjaŋ²¹ ma̱n²¹ laŋ⁵¹ khaŋ²¹	mjaŋ²¹+ma̱n²¹+laŋ⁵¹+khaŋ²¹	   	   	2791 1385 2792 2793	m j a ŋ ²¹ + m a̱ n ²¹ + l a ŋ ⁵¹ + kʰ a ŋ ²¹
2315	Bola	manger	mjɔ̃³¹ thauŋ³⁵ lɔ̱̃³⁵	mjɔ̃³¹+thauŋ³⁵+lɔ̱̃³⁵	  	*mjaŋH  	456 2794 2795	m j ɔ̃ ³¹ + tʰ au ŋ ³⁵ + l ɔ̱̃ ³⁵
4594	ProtoBurmish	manger	*ʔlaŋ	ˀlaŋ¹	*ʔlaŋ	*ʔlaŋ	121	ˀl a ŋ ¹
2230	Old_Burmese	many / much	myaḥ	mjaḥ		*mjaH	436	m j a ḥ/⁵
2231	Rangoon	many / much	mjɑ⁵⁵	mjɑ⁵⁵			436	m j ɑ ⁵⁵
2232	Atsi	many / much	mjo²¹	mjo²¹			436	m j o ²¹
2233	Bola	many / much	mja³¹	mja³¹		*mjaH	1379	m j a ³¹
2234	Lashi	many / much	mjɔː³³	mjɔː³³			1380	m j ɔː ³³
2235	Maru	many / much	mjɔ³⁵	mjɔ³⁵		*mjaH / *mraH	1381	m j ɔ ³⁵
4909	ProtoBurmish	many / much	*mjaH	mja²	*mjaH	*mjaH	436	m j a ²
723	Rangoon	mare	mjĩ⁵⁵ mɑ⁵³	mjĩ⁵⁵+mɑ⁵³	 	 	456 119	m j ĩ ⁵⁵ + m ɑ ⁵³
724	Achang_Longchuan	mare	m̥ʐaŋ³¹ tseŋ³⁵	m̥ʐaŋ³¹+tseŋ³⁵	 	 	456 119	m̥ ʐ a ŋ ³¹ + ts e ŋ ³⁵
725	Atsi	mare	mjaŋ²¹ tsiŋ⁵¹	mjaŋ²¹+tsiŋ⁵¹	 	 	456 119	m j a ŋ ²¹ + ts i ŋ ⁵¹
726	Bola	mare	mjɔ̃³¹ taŋ⁵⁵	mjɔ̃³¹+taŋ⁵⁵	 	*mjaŋH *diŋ / *dziŋ	456 119	m j ɔ̃ ³¹ + t a ŋ ⁵⁵
727	Lashi	mare	mjaŋ³³ tsəŋ³¹	mjaŋ³³+tsəŋ³¹	 	 	456 119	m j a ŋ ³³ + ts ə ŋ ³¹
728	Maru	mare	mjɔ̃³⁵ tsaŋ³¹	mjɔ̃³⁵+tsaŋ³¹	 	*mjaŋH / *mraŋH *dziŋ	456 119	m j ɔ̃ ³⁵ + ts a ŋ ³¹
729	Xiandao	mare	m̥ʐaŋ³¹ mɔ³¹	m̥ʐaŋ³¹+mɔ³¹	 	 	456 119	m̥ ʐ a ŋ ³¹ + m ɔ ³¹
4929	ProtoBurmish	mare	*mjaŋH	mjaŋ²	*mjaŋH	*mjaŋH	456	m j a ŋ ²
2171	Atsi	marry	mji²¹ xaŋ⁵⁵	mji²¹+xaŋ⁵⁵	 	 	394 2713	m j i ²¹ + x a ŋ ⁵⁵
2172	Bola	marry	mi³¹ fɔ̃³⁵	mi³¹+fɔ̃³⁵	 	*miH / *meH 	395 2714	m i ³¹ + f ɔ̃ ³⁵
2173	Lashi	marry	mji³³ faːŋ⁵³	mji³³+faːŋ⁵³	 	 	394 2715	m j i ³³ + f aː ŋ ⁵³
2174	Maru	marry	mji³⁵ fɔ̃⁵⁵	mji³⁵+fɔ̃⁵⁵	 	*mjeH / *mreH 	398 2716	m j i ³⁵ + f ɔ̃ ⁵⁵
3600	Achang_Longchuan	marry	tsaŋ³¹ i³¹ ʂa⁵⁵	tsaŋ³¹+i³¹+ʂa⁵⁵	  	  *ʃɛ	3391 3392 1588	ts a ŋ ³¹ + i ³¹ + ʂ a ⁵⁵
3601	Xiandao	marry	i³¹ nɔ³¹ ɲu⁵⁵	i³¹+nɔ³¹+ɲu⁵⁵	  	  	3393 3394 1589	i ³¹ + n ɔ ³¹ + ɲ u ⁵⁵
3684	Old_Burmese	marry	im tho₂ṅ	im+thOṅ	 	*ʔim / *ʔjim / *jim 	555 3437	i m + tʰ o₂/ɔ ṅ/ŋ
3639	Achang_Longchuan	marry (a woman)	ʂa⁵⁵	ʂa⁵⁵		*ʃɛ	534	ʂ a ⁵⁵
2175	Rangoon	match	mi⁵⁵ tɕhiʔ⁴	mi⁵⁵+tɕhiʔ⁴	 	 	394 2717	m i ⁵⁵ + tɕʰ i ʔ ⁴
2176	Atsi	match	mji²¹ khjet⁵⁵	mji²¹+khjet⁵⁵	 	 	394 2718	m j i ²¹ + kʰ j e t ⁵⁵
2177	Lashi	match	mji³³ pat³¹	mji³³+pat³¹	 	 	394 2719	m j i ³³ + p a t ³¹
581	Bola	meal	ta⁵⁵	ta⁵⁵		*da / *dza	87	t a ⁵⁵
2279	Achang_Longchuan	measure of weight (=0.1 tael)	ȵɔʔ⁵⁵	ȵɔʔ⁵⁵		*mjak / *njak / *ɲak	438	ȵ ɔ ʔ ⁵⁵
2280	Xiandao	measure of weight (=0.1 tael)	ɲɔʔ⁵⁵	ɲɔʔ⁵⁵			438	ɲ ɔ ʔ ⁵⁵
3472	Old_Burmese	meat	saḥ	saḥ		*ʔsaH / *saH / *ʃaH	96	s a ḥ/⁵
3473	Achang_Longchuan	meat	ʂua³¹	ʂwa³¹		*ʃaH	98	ʂ w a ³¹
3474	Atsi	meat	ʃo²¹	ʃo²¹			98	ʃ o ²¹
3475	Bola	meat	ʃa³⁵	ʃa³⁵		*ʃaX	711	ʃ a ³⁵
3476	Lashi	meat	ʃo⁵⁵	ʃo⁵⁵			98	ʃ o ⁵⁵
3477	Maru	meat	ʃɔ³⁵	ʃɔ³⁵		*ʔrjaH / *ʃaH	98	ʃ ɔ ³⁵
3478	Xiandao	meat	ʂɔ³¹	ʂɔ³¹			98	ʂ ɔ ³¹
845	Bola	meat (lean)	ʃă³⁵ kai⁵⁵	ʃă³⁵+kai⁵⁵	 	 *gai	2054 1112	ʃ ă ³⁵ + k ai ⁵⁵
4066	Atsi	meat (lean)	ʃŏ²¹ ni̱k⁵⁵	ʃŏ²¹+ni̱k⁵⁵	 	 	3623 838	ʃ ŏ ²¹ + n i̱ k ⁵⁵
4067	Lashi	meat (lean)	ʃə̆⁵⁵ nə̱k⁵⁵	ʃə̆⁵⁵+nə̱k⁵⁵	 	 	3624 838	ʃ ə̆ ⁵⁵ + n ə̱ k ⁵⁵
4068	Maru	meat (lean)	ʃɔ̆³⁵ na̱k⁵⁵	ʃɔ̆³⁵+na̱k⁵⁵	 	 *ʔnik	3625 838	ʃ ɔ̆ ³⁵ + n a̱ k ⁵⁵
3263	Old_Burmese	medicine	chiyḥ	chijḥ		*ʔtsiH / *ʔtʃiH / *ʔtsiH / *ʔtʃiH / *tsiH / *tʃiH / *tsiH / *tʃiH	643	ch/tʃʰ i j ḥ/⁵
3264	Rangoon	medicine	she⁵⁵	she⁵⁵			646	sʰ e ⁵⁵
3265	Atsi	medicine	tʃhi²¹	tʃhi²¹			646	tʃʰ i ²¹
3266	Bola	medicine	tʃhɿ³⁵	tʃhɿ³⁵			646	tʃʰ ɿ ³⁵
3267	Lashi	medicine	tʃhei⁵⁵	tʃhei⁵⁵			646	tʃʰ ei ⁵⁵
3268	Maru	medicine	tʃhik⁵⁵	tʃhik⁵⁵		*tʃi / *tʃiH / *tʃiX	646	tʃʰ i k ⁵⁵
2285	Atsi	meet / come across	χui²¹ mjaŋ⁵¹	χui²¹+mjaŋ⁵¹	 	 	2786 389	χ ui ²¹ + m j a ŋ ⁵¹
2286	Bola	meet / come across	xu³⁵ mjɔ̃⁵⁵	xu³⁵+mjɔ̃⁵⁵	 	 *mjaŋ	2787 444	x u ³⁵ + m j ɔ̃ ⁵⁵
2287	Maru	meet / come across	mjɔ̃³¹	mjɔ̃³¹		*mjaŋ / *mraŋ	389	m j ɔ̃ ³¹
4917	ProtoBurmish	meet / come across	*mjaŋ	mjaŋ¹	*mjaŋ	*mjaŋ	444	m j a ŋ ¹
2383	Achang_Longchuan	meow	mʐəŋ⁵⁵	mʐəŋ⁵⁵		*mriŋ	459	m ʐ ə ŋ ⁵⁵
2384	Atsi	meow	mjiŋ⁵¹	mjiŋ⁵¹			459	m j i ŋ ⁵¹
2385	Bola	meow	mjaŋ³⁵	mjaŋ³⁵		*mjiŋX	461	m j a ŋ ³⁵
2386	Maru	meow	mjaŋ³¹	mjaŋ³¹		*mjiŋ / *mriŋ	459	m j a ŋ ³¹
2387	Xiandao	meow	mɯŋ⁵⁵	mɯŋ⁵⁵			459	m ɯ ŋ ⁵⁵
4934	ProtoBurmish	meow	*mjiŋX	mjiŋ³	*mjiŋX	*mjiŋX	461	m j i ŋ ³
